question	answer	contexts	ground_truth	rag_question	rag_label	kg_consistency	claim_entailment	response_entailment	latency	vram_usage	action	params	failure_label	num_retries	bandit_reward
Simón Bolívar is only known as Simón Bolívar.	The provided context does not contain any information about Simón Bolívar's nickname or how widely he is known.	"['Simón José Antonio de la Santísima Trinidad Bolívar y Palacios ( [ siˈmon boˈliβar ] ; 24 July 1783 -- 17 December 1830 ) , known as El Libertador , was a Venezuelan military and political leader who played a leading role in the establishment of Venezuela , Bolivia , Colombia , Ecuador , Peru and Panama as sovereign states , independent of Spanish rule .'
 ""At the end of his life , Bolívar despaired of the situation in the region , with the famous quote `` all who served the revolution have plowed the sea '' . Earlier , in an address to the Constituent Congress of the Republic of Colombia , Bolívar stated `` Fellow citizens ! I blush to say this : Independence is the only benefit we have acquired , to the detriment of all the rest . ''""
 'He aimed at a strong and united Spanish America able to cope not only with the threats emanating from Spain and the European Holy Alliance but also with the emerging power of the United States . At the peak of his power , Bolívar ruled over a vast territory from the Argentine border to the Caribbean Sea .   Bolívar is , along with Argentine General José de San Martín , considered one of the great heroes of the Hispanic independence movements of the early 19th century .'
 'Bolívar was born into a wealthy , aristocratic Creole family and , as was common for the heirs of upper class families in his day , was sent to be educated abroad at a young age , arriving in Spain when he was 16 and later moving to France . While in Europe he was introduced to the ideas of the Enlightenment , later motivating him to overthrow the reigning Spanish .'
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""]"	REFUTES	Is it true that Simón Bolívar is only known as Simón Bolívar?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	4.146054983139038	138.25830078125	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	0	{}
Simón Bolívar is only known as Simón Bolívar.	The context describes Simón Bolívar as 'El Libertador' and discusses his significant contributions to Latin American independence, indicating he is indeed known by this name.	"['Simón José Antonio de la Santísima Trinidad Bolívar y Palacios ( [ siˈmon boˈliβar ] ; 24 July 1783 -- 17 December 1830 ) , known as El Libertador , was a Venezuelan military and political leader who played a leading role in the establishment of Venezuela , Bolivia , Colombia , Ecuador , Peru and Panama as sovereign states , independent of Spanish rule .'
 ""At the end of his life , Bolívar despaired of the situation in the region , with the famous quote `` all who served the revolution have plowed the sea '' . Earlier , in an address to the Constituent Congress of the Republic of Colombia , Bolívar stated `` Fellow citizens ! I blush to say this : Independence is the only benefit we have acquired , to the detriment of all the rest . ''""
 'He aimed at a strong and united Spanish America able to cope not only with the threats emanating from Spain and the European Holy Alliance but also with the emerging power of the United States . At the peak of his power , Bolívar ruled over a vast territory from the Argentine border to the Caribbean Sea .   Bolívar is , along with Argentine General José de San Martín , considered one of the great heroes of the Hispanic independence movements of the early 19th century .'
 'Bolívar was born into a wealthy , aristocratic Creole family and , as was common for the heirs of upper class families in his day , was sent to be educated abroad at a young age , arriving in Spain when he was 16 and later moving to France . While in Europe he was introduced to the ideas of the Enlightenment , later motivating him to overthrow the reigning Spanish .'
 ""Horses in the subspecies caballus are domesticated , although some domesticated populations live in the wild as feral horses . These feral populations are not true wild horses , as this term is used to describe horses that have never been domesticated , such as the endangered Przewalski 's horse , a separate subspecies , and the only remaining true wild horse . There is an extensive , specialized vocabulary used to describe equine-related concepts , covering everything from anatomy to life stages , size , colors , markings , breeds , locomotion , and behavior .""]"	REFUTES	Is it true that Simón Bolívar is only known as Simón Bolívar?	REFUTES	MISSING	CONTRADICTION	ENTAILMENT	4.1515114307403564	145.2734375	2	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': 'WR', 'reindex': False}	NO_FAILURE	1	{'total_reward': 1.0, 'failure_reward': 1.0, 'faithfulness_reward': 0.0, 'prediction_reward': 1.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Bermuda Triangle is in the western part of the Himalayas.	The context provided discusses various geographical locations such as the Bermuda Triangle, Arizona, Diwali, Star Trek: Discovery, and Michigan. None of these locations are mentioned in relation to the Bermuda Triangle being located in the western part of the Himalayas.	"[""The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances . Most reputable sources dismiss the idea that there is any mystery . The vicinity of the Bermuda Triangle is one of the most heavily traveled shipping lanes in the world , with ships frequently crossing through it for ports in the Americas , Europe , and the Caribbean islands . Cruise ships and pleasure craft regularly sail through the region , and commercial and private aircraft routinely fly over it .""
 ""Arizona ( [ ɛərᵻˈzoʊnə , _ ærᵻ - ] ) ( Hoozdo Hahoodzo [ xòːztò xɑ̀xòːtsò ] O'odham : Alĭ ṣonak [ ˡaɺi ˡʃonak ] ) is a state in the southwestern region of the United States . It is also part of the Western and the Mountain states .""
 'In many parts of India , the festivities start with Dhanteras ( in Northern and Western part of India ) , followed by Naraka Chaturdasi on second day , Deepavali on the third day , Diwali Padva dedicated to wife -- husband relationship on the fourth day , and festivities end with Bhai Dooj dedicated to sister -- brother bond on the fifth day . Dhanteras usually falls eighteen days after Dussehra .'
 ""Discovery is filming in Toronto , and has filmed on location in Jordan .   Star Trek : Discovery is set to debut on CBS with a two-part premiere in `` fall '' 2017 , before moving to All Access . The first season will consist of 15 episodes .""
 ""After France 's defeat in the French and Indian War in 1762 the region came under British rule , and was ceded to the newly independent United States after the British defeat in the American Revolutionary War . The area was organized as part of the larger Northwest Territory until 1800 , when western Michigan became part of the Indiana Territory . Eventually , in 1805 , the Michigan Territory was formed , which lasted until it was admitted into the Union on January 26 , 1837 , as the 26th state .""]"	REFUTES	Is it true that the Bermuda Triangle is located in the western part of the Himalayas?	NOTENOUGHINFO	MISSING	CONTRADICTION	CONTRADICTION	5.556532382965088	138.9580078125	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	WRONG_RESPONSE_FAILURE	0	{}
Bermuda Triangle is in the western part of the Himalayas.	The context discusses the location of the Bermuda Triangle but does not mention its geographical position relative to the Himalayas.	"[""The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances . Most reputable sources dismiss the idea that there is any mystery . The vicinity of the Bermuda Triangle is one of the most heavily traveled shipping lanes in the world , with ships frequently crossing through it for ports in the Americas , Europe , and the Caribbean islands . Cruise ships and pleasure craft regularly sail through the region , and commercial and private aircraft routinely fly over it .""
 ""Arizona ( [ ɛərᵻˈzoʊnə , _ ærᵻ - ] ) ( Hoozdo Hahoodzo [ xòːztò xɑ̀xòːtsò ] O'odham : Alĭ ṣonak [ ˡaɺi ˡʃonak ] ) is a state in the southwestern region of the United States . It is also part of the Western and the Mountain states .""
 'In many parts of India , the festivities start with Dhanteras ( in Northern and Western part of India ) , followed by Naraka Chaturdasi on second day , Deepavali on the third day , Diwali Padva dedicated to wife -- husband relationship on the fourth day , and festivities end with Bhai Dooj dedicated to sister -- brother bond on the fifth day . Dhanteras usually falls eighteen days after Dussehra .']"	REFUTES	Is it true that the Bermuda Triangle is located in the western part of the Himalayas?	NOTENOUGHINFO	MISSING	CONTRADICTION	ENTAILMENT	3.4246442317962646	95.26513671875	3	{'retriever': 'bm25', 'topk': 5, 'reranker': True, 'prompt_edit': False, 'reindex': False}	NO_FAILURE	1	{'total_reward': 1.0, 'failure_reward': 1.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 0.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Colin Kaepernick became a starter during the 49ers 63rd season in the Republican Party.	The provided context does not contain any information about Colin Kaepernick becoming a starter for the San Francisco 49ers during their 63rd season.	"[""Kaepernick began his professional career as a backup to Alex Smith , but became the 49ers ' starter in the middle of the 2012 season after Smith suffered a concussion . He remained the team 's starting quarterback for the rest of the season and went on to lead the 49ers to their first Super Bowl appearance since 1994 , losing to the Baltimore Ravens . During the 2013 season , his first full season as a starter , Kaepernick helped the 49ers reach the NFC Championship , losing to the Seattle Seahawks .""
 'Colin Rand Kaepernick ( [ ` kæpərnɪk ] ; born November 3 , 1987 ) is an American football quarterback who is currently a free agent . Kaepernick played collegiate football at the University of Nevada where he was named the Western Athletic Offensive Player of the Year twice and was the Most Valuable Player of the 2008 Humanitarian Bowl . Kaepernick was selected by the San Francisco 49ers in the second round of the 2011 NFL Draft .'
 'In the following seasons , Kaepernick lost and won back his starting job , with the 49ers missing the playoffs for three years consecutively .   In 2016 , Kaepernick gained national attention when he began protesting by not standing while the United States national anthem was being performed before the start of games , motivated by what he viewed as the oppression of non-white races in the U.S. His actions prompted a wide variety of responses , including additional athletes in the NFL and other U.S. sports leagues protesting the anthem in various ways .'
 'In New York he reorganized the Democratic-Republican Party and established the Albany Regency to keep it in power . He then moved on Washington where he did more than anyone to construct the modern Democratic Party which dominated American politics down to the American Civil War .   A delegate to a political convention at age 18 , he quickly moved from local to state politics , gaining fame both as a political organizer and an accomplished lawyer .'
 ""The band did not release a follow-up record until 1996 , with Evil Empire . The band 's third album , The Battle of Los Angeles , followed in 1999 , and in 2003 , the album was ranked number 426 on the same list . During their initial nine-year run , they became one of the most popular and influential bands in music history , according to music journalist Colin Devenish . They were also ranked No. 33 on VH1 's 100 Greatest Artists of Hard Rock .""]"	NOTENOUGHINFO	Did Colin Kaepernick become a starter for the San Francisco 49ers during their 63rd season when they were part of the Republican Party?	NOTENOUGHINFO	MISSING	CONTRADICTION	ENTAILMENT	4.574722766876221	157.60791015625	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NO_FAILURE	0	{}
"Marnie was directed by someone who was ""The Master of Nothing""."	The provided context does not contain any information about Marnie being directed by 'The Master of Nothing' or any other specific director.	"["", not directed to a particular individual .  Advertising is communicated through various mass media , including old media such as newspapers , magazines , Television , Radio , outdoor advertising or direct mail ; or new media such as search results , blogs , websites or text messages . The actual presentation of the message in a medium is referred to as an advertisement or `` ad '' .   Commercial ads often seek to generate increased consumption of their products or services through `` branding , '' which associates a product name or image with certain qualities in the minds of consumers .""
 'Chase and Cameron continue to appear in different roles at the hospital until early in season six . Cameron then departs the hospital , and Chase returns to the diagnostic team . Thirteen takes a leave of absence for most of season seven , and her position is filled by medical student Martha M. Masters ( Amber Tamblyn ) . Cuddy and Masters depart before season eight ; Foreman becomes the new Dean of Medicine , while Dr. Jessica Adams ( Odette Annable ) and Dr.'
 'Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea . Sponsors of advertising are often businesses who wish to promote their products or services . Advertising is differentiated from public relations in that an advertiser usually pays for and has control over the message . It is differentiated from personal selling in that the message is nonpersonal , i.e. , not directed to a particular individual .'
 'A controversial set of tactics , known as Bodyline , was specifically devised by the England team to curb his scoring . As a captain and administrator , Bradman was committed to attacking , entertaining cricket ; he drew spectators in record numbers . He hated the constant adulation , however , and it affected how he dealt with others . The focus of attention on his individual performances strained relationships with some team-mates , administrators and journalists , who thought him aloof and wary .'
 ""Speech recognition ( SR ) is the inter-disciplinary sub-field of computational linguistics that develops methodologies and technologies that enables the recognition and translation of spoken language into text by computers . It is also known as `` automatic speech recognition '' ( ASR ) , `` computer speech recognition '' , or just `` speech to text '' ( STT ) . It incorporates knowledge and research in the linguistics , computer science , and electrical engineering fields .   Some SR systems use `` training '' ( also called `` enrollment '' ) where an individual speaker reads text or isolated vocabulary into the system .""]"	NOTENOUGHINFO	"Was Marnie directed by an individual known as ""The Master of Nothing""?"	NOTENOUGHINFO	MISSING	CONTRADICTION	ENTAILMENT	3.8488948345184326	144.501953125	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NO_FAILURE	0	{}
Advertising is a personal message.	Advertising is an openly sponsored, non-personal message promoting or selling a product, service, or idea.	"['Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea . Sponsors of advertising are often businesses who wish to promote their products or services . Advertising is differentiated from public relations in that an advertiser usually pays for and has control over the message . It is differentiated from personal selling in that the message is nonpersonal , i.e. , not directed to a particular individual .'
 "", not directed to a particular individual .  Advertising is communicated through various mass media , including old media such as newspapers , magazines , Television , Radio , outdoor advertising or direct mail ; or new media such as search results , blogs , websites or text messages . The actual presentation of the message in a medium is referred to as an advertisement or `` ad '' .   Commercial ads often seek to generate increased consumption of their products or services through `` branding , '' which associates a product name or image with certain qualities in the minds of consumers .""
 ""Modern advertising was created with the techniques introduced with tobacco advertising in the 1920s , most significantly with the campaigns of Edward Bernays , considered the founder of modern , `` Madison Avenue '' advertising .   In 2015 , the world spent an estimate of on advertising . Its projected distribution for 2017 is 40.4 % on TV , 33.3 % on digital , 9 % on newspapers , 6.9 % on magazines , 5.8 % on outdoor and 4.3 % on radio .""
 'On the other hand , ads that intend to elicit an immediate sale are known as direct response advertising . Non-commercial advertisers who spend money to advertise items other than a consumer product or service include political parties , interest groups , religious organizations and governmental agencies . Non-profit organizations may use free modes of persuasion , such as a public service announcement . Advertising may also be used to reassure employees or shareholders that a company is viable or successful .'
 ""Internationally , the largest ( `` big four '' ) advertising conglomerates are Interpublic , Omnicom , Publicis , and WPP .   In Latin , ad vertere means `` to turn toward '' .""]"	REFUTES	Is advertising considered a personal message?	REFUTES	CONSISTENT	CONTRADICTION	ENTAILMENT	3.101801633834839	124.66650390625	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NO_FAILURE	0	{}
Hot Right Now is mistakenly attributed to DJ Fresh.	The provided context does not contain any information about the attribution of 'Hot Right Now' to DJ Fresh.	"[""`` Hot Right Now '' is a single by British drum and bass producer DJ Fresh , released as the second single from his third studio album , Nextlevelism . British singer Rita Ora features on the single as the main vocalist . The song also features as a bonus track on Ora 's debut album , Ora . Released on 12 February 2012 , the single debuted at the top of UK Singles Chart . The Official Charts Company confirmed `` Hot Right Now '' as the UK 's first ever drum and bass number one .""
 'It popularized broadcasting on closed-circuit television and was financially successful . From 1987 , Starrcade was broadcast on pay-per-view , the first NWA event to do so .   The rights to the event now belong to WWE ( formerly the World Wrestling Federation ) . In November 2008 , WWE 24/7 Classics aired a special as a celebration of the 25th anniversary of the event called The Essential Starrcade . This five-part series counts down the top 25 matches in Starrcade history .'
 'Away from music , Cooper is a film actor , a golfing celebrity , a restaurateur , and , since 2004 , a popular radio DJ with his classic rock show Nights with Alice Cooper .'
 'Popular culture has attributed various disappearances to the paranormal or activity by extraterrestrial beings . Documented evidence indicates that a significant percentage of the incidents were spurious , inaccurately reported , or embellished by later authors .'
 ""The film is set in the Shanghai International Settlement in 1914 during the First World War as the Japanese forces are on their way to besiege the German port of Tsingtao in China . It currently holds a 100 % `` Certified Fresh '' rating on Rotten Tomatoes , based on 11 critics ' reviews .""]"	REFUTES	"Is it true that ""Hot Right Now"" is mistakenly attributed to DJ Fresh?"	NOTENOUGHINFO	CONSISTENT	NEUTRAL	NEUTRAL	4.613431692123413	114.9775390625	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NOTENOUGHINFO_FAILURE	0	{}
Hot Right Now is mistakenly attributed to DJ Fresh.	The provided context does not contain any information about the attribution of 'Hot Right Now' to DJ Fresh.	"[""`` Hot Right Now '' is a single by British drum and bass producer DJ Fresh , released as the second single from his third studio album , Nextlevelism . British singer Rita Ora features on the single as the main vocalist . The song also features as a bonus track on Ora 's debut album , Ora . Released on 12 February 2012 , the single debuted at the top of UK Singles Chart . The Official Charts Company confirmed `` Hot Right Now '' as the UK 's first ever drum and bass number one .""
 'It popularized broadcasting on closed-circuit television and was financially successful . From 1987 , Starrcade was broadcast on pay-per-view , the first NWA event to do so .   The rights to the event now belong to WWE ( formerly the World Wrestling Federation ) . In November 2008 , WWE 24/7 Classics aired a special as a celebration of the 25th anniversary of the event called The Essential Starrcade . This five-part series counts down the top 25 matches in Starrcade history .'
 'Away from music , Cooper is a film actor , a golfing celebrity , a restaurateur , and , since 2004 , a popular radio DJ with his classic rock show Nights with Alice Cooper .'
 'Popular culture has attributed various disappearances to the paranormal or activity by extraterrestrial beings . Documented evidence indicates that a significant percentage of the incidents were spurious , inaccurately reported , or embellished by later authors .'
 ""The film is set in the Shanghai International Settlement in 1914 during the First World War as the Japanese forces are on their way to besiege the German port of Tsingtao in China . It currently holds a 100 % `` Certified Fresh '' rating on Rotten Tomatoes , based on 11 critics ' reviews .""]"	REFUTES	"Is it true that ""Hot Right Now"" is mistakenly attributed to DJ Fresh?"	NOTENOUGHINFO	CONSISTENT	NEUTRAL	NEUTRAL	4.655699253082275	114.9775390625	0	{'retriever': 'bm25', 'topk': 5, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NOTENOUGHINFO_FAILURE	1	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 1.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Hot Right Now is mistakenly attributed to DJ Fresh.	The provided context does not contain any information about the attribution of 'Hot Right Now' to DJ Fresh.	"[""`` Hot Right Now '' is a single by British drum and bass producer DJ Fresh , released as the second single from his third studio album , Nextlevelism . British singer Rita Ora features on the single as the main vocalist . The song also features as a bonus track on Ora 's debut album , Ora . Released on 12 February 2012 , the single debuted at the top of UK Singles Chart . The Official Charts Company confirmed `` Hot Right Now '' as the UK 's first ever drum and bass number one .""
 'It popularized broadcasting on closed-circuit television and was financially successful . From 1987 , Starrcade was broadcast on pay-per-view , the first NWA event to do so .   The rights to the event now belong to WWE ( formerly the World Wrestling Federation ) . In November 2008 , WWE 24/7 Classics aired a special as a celebration of the 25th anniversary of the event called The Essential Starrcade . This five-part series counts down the top 25 matches in Starrcade history .'
 'Away from music , Cooper is a film actor , a golfing celebrity , a restaurateur , and , since 2004 , a popular radio DJ with his classic rock show Nights with Alice Cooper .'
 'Popular culture has attributed various disappearances to the paranormal or activity by extraterrestrial beings . Documented evidence indicates that a significant percentage of the incidents were spurious , inaccurately reported , or embellished by later authors .'
 ""The film is set in the Shanghai International Settlement in 1914 during the First World War as the Japanese forces are on their way to besiege the German port of Tsingtao in China . It currently holds a 100 % `` Certified Fresh '' rating on Rotten Tomatoes , based on 11 critics ' reviews .""]"	REFUTES	"Is it true that ""Hot Right Now"" is mistakenly attributed to DJ Fresh?"	NOTENOUGHINFO	CONSISTENT	NEUTRAL	NEUTRAL	5.098167181015015	114.9775390625	5	{'retriever': 'bm25', 'topk': 20, 'reranker': False, 'prompt_edit': False, 'reindex': True}	NOTENOUGHINFO_FAILURE	2	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 1.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Hot Right Now is mistakenly attributed to DJ Fresh.	The provided context does not contain any information about the attribution of 'Hot Right Now' to DJ Fresh.	"[""`` Hot Right Now '' is a single by British drum and bass producer DJ Fresh , released as the second single from his third studio album , Nextlevelism . British singer Rita Ora features on the single as the main vocalist . The song also features as a bonus track on Ora 's debut album , Ora . Released on 12 February 2012 , the single debuted at the top of UK Singles Chart . The Official Charts Company confirmed `` Hot Right Now '' as the UK 's first ever drum and bass number one .""
 'It popularized broadcasting on closed-circuit television and was financially successful . From 1987 , Starrcade was broadcast on pay-per-view , the first NWA event to do so .   The rights to the event now belong to WWE ( formerly the World Wrestling Federation ) . In November 2008 , WWE 24/7 Classics aired a special as a celebration of the 25th anniversary of the event called The Essential Starrcade . This five-part series counts down the top 25 matches in Starrcade history .'
 'Away from music , Cooper is a film actor , a golfing celebrity , a restaurateur , and , since 2004 , a popular radio DJ with his classic rock show Nights with Alice Cooper .'
 'Popular culture has attributed various disappearances to the paranormal or activity by extraterrestrial beings . Documented evidence indicates that a significant percentage of the incidents were spurious , inaccurately reported , or embellished by later authors .'
 ""The film is set in the Shanghai International Settlement in 1914 during the First World War as the Japanese forces are on their way to besiege the German port of Tsingtao in China . It currently holds a 100 % `` Certified Fresh '' rating on Rotten Tomatoes , based on 11 critics ' reviews .""]"	REFUTES	"Is it true that ""Hot Right Now"" is mistakenly attributed to DJ Fresh?"	NOTENOUGHINFO	CONSISTENT	NEUTRAL	NEUTRAL	4.665572166442871	114.9775390625	2	{'retriever': 'bm25', 'topk': 10, 'reranker': False, 'prompt_edit': False, 'reindex': False}	NOTENOUGHINFO_FAILURE	3	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 1.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
Hot Right Now is mistakenly attributed to DJ Fresh.	The provided context does not contain specific information about the attribution of 'Hot Right Now' to DJ Fresh.	"[""`` Hot Right Now '' is a single by British drum and bass producer DJ Fresh , released as the second single from his third studio album , Nextlevelism . British singer Rita Ora features on the single as the main vocalist . The song also features as a bonus track on Ora 's debut album , Ora . Released on 12 February 2012 , the single debuted at the top of UK Singles Chart . The Official Charts Company confirmed `` Hot Right Now '' as the UK 's first ever drum and bass number one .""
 'Over the course of his career he has worked with artists including Fifth Harmony , Kenneth Babyface Edmonds , Bobby Brown , Johnny Gill , Boyz II Men , Outkast , Toni Braxton , TLC , Mariah Carey , Avril Lavigne , Paula Abdul , Pink , Justin Bieber , Meghan Trainor , Rihanna , Kanye West , Usher , Ne-Yo , 21 Savage , Young Jeezy , Ciara , Zara Larsson , Jidenna , Jennifer Lopez , Future , Travis Scott and Rick Ross .'
 ""Kesha Rose Sebert ( [ ˈkɛʃə_roʊz_ˈsɛbərt ] ; born March 1 , 1987 ; formerly stylized as Ke $ ha ) is an American singer , songwriter , and rapper . In 2005 , at age 18 , Kesha was signed to producer Dr. Luke 's label Kemosabe Records . Her breakthrough came in early 2009 after appearing on American rapper Flo Rida 's number-one single `` Right Round '' .""
 'Luke , while Dr. Luke claims breach of contract and defamation against Kesha . Kesha has not released any solo studio recordings during the legal dispute , but has continued to perform live , and has appeared as a guest musician in collaborations with other artists , including Zedd , Ben Folds , and The Flaming Lips .'
 ""All three albums received critical acclaim while Blur gained mass popularity in the UK , aided by a Britpop rivalry with Oasis . Subsequent albums such as Blur ( 1997 ) , 13 ( 1999 ) , Think Tank ( 2003 ) and The Magic Whip ( 2015 ) contained influences from lo-fi , electronic and hip hop music .   Along with Tank Girl creator Jamie Hewlett , Albarn formed the `` virtual band '' Gorillaz in 1998 .""
 ""The album features guest appearances from Diddy , Nicki Minaj , Drake , Ace Hood , Lil Wayne , Birdman , The Weeknd , Rick Ross , 2 Chainz , Max B , Ne-Yo , Machine Gun Kelly , Raekwon , Scarface and Snoop Dogg , among others .   The album 's production was handled by Mike Will Made It , Jahlil Beats , Reefa , Rico Love , Lex Luger and Young Chop , among others .""
 ""Craig Ashley David ( born 5 May 1981 ) is a British singer , songwriter , rapper and record producer who rose to fame in 1999 , featuring on the single , `` Re-Rewind '' by Artful Dodger . David 's debut studio album , Born to Do It , was released in 2000 , after which he has released a further five studio albums and worked with a variety of artists such as Tinchy Stryder , Kano , Jay Sean , Rita Ora , Hardwell and Sting .""
 ""Her debut album , Animal , and her first extended play , Cannibal , were released in 2010 . Kesha 's music and image propelled her to immediate commercial success , with Animal debuting as the number-one album in the United States . She also achieved 3 more number-one singles , `` Tik Tok '' and `` We R Who We R '' as a solo artist , and `` Timber '' as a featured artist , and a string of top-ten singles from the album and its re-release .""
 'Her 2002 remix album , J to tha L -- O ! The Remixes , became the first in history to debut at number one on the U.S. Billboard 200 . Following her second divorce , Lopez had a high-profile relationship with Ben Affleck , which strongly influenced her third studio album , This Is Me ... Then ( 2002 ) , while also overshadowing the release of Gigli ( 2003 ) , a critical and commercial failure . She subsequently married longtime friend Marc Anthony , and rebounded with the box office successes Shall We Dance ?'
 'The album was released in June 2013 .']"	REFUTES	"Is it true that ""Hot Right Now"" is mistakenly attributed to DJ Fresh?"	NOTENOUGHINFO	CONSISTENT	NEUTRAL	NEUTRAL	6.177419900894165	301.2138671875	9	{'retriever': 'dense', 'topk': 10, 'reranker': False, 'prompt_edit': False, 'reindex': True}	NOTENOUGHINFO_FAILURE	4	{'total_reward': 1.0, 'failure_reward': 0.0, 'faithfulness_reward': 0.0, 'prediction_reward': 0.0, 'consistency_reward': 1.0, 'latency_budget_reward': 1.0, 'vram_budget_reward': 1.0}
